selected_sites,sels,cle,locus,gs,times,migs,sources,sel_pops,model,sel_pop_ids,neut_cle,n_snps,sweepsize_cM,sweep_rr,sweep_start_bp,sweep_end_bp,sweep_size_bp,mcle,mcle_delta,mcle_nextbest_diff,file_name,populations,type,pop_count,Landraces_count,Teosinte_count,model2
80320060.7437186,1e-5,401933.3084625071,data/rdmc/sweep_freq/v5--sweep--chr10--0--152435371_start80368977_end81344760_pops1-2-3-5.txt,NA,NA,0.1,2,1-2-3-5,migration,v5--LR--Amatlan_de_Canas; v5--LR--Crucero_Lagunitas; v5--LR--Los_Guajes; v5--LR--San_Lorenzo,401928.1277637408,21503,0.2304700574879703,2.3157125717864464e-9,80368977,81344760,975783,5.18069876631489,0,2.789831286179833,../data/rdmc/fitted/v5--sweep_chr10--0--152435371_start80368977_end81344760_pops1-2-3-5.txt,v5--LR--Amatlan_de_Canas; v5--LR--Crucero_Lagunitas; v5--LR--Los_Guajes; v5--LR--San_Lorenzo,Maize,4,4,0,migration
84094866.78894472,1e-5,302386.9405001806,data/rdmc/sweep_freq/v5--sweep--chr10--0--152435371_start83590393_end84279084_pops1-5.txt,0.001,100000,NA,NA,1-5,standing,v5--LR--Amatlan_de_Canas; v5--LR--San_Lorenzo,302381.2707703247,16198,0.10635357814897616,1.899046098763449e-9,83590393,84279084,688691,5.669729855901096,0,7.177521425473969,../data/rdmc/fitted/v5--sweep_chr10--0--152435371_start83590393_end84279084_pops1-5.txt,v5--LR--Amatlan_de_Canas; v5--LR--San_Lorenzo,Maize,2,2,0,standing
97834259.92462312,1e-5,177360.6004115446,data/rdmc/sweep_freq/v5--sweep--chr10--0--152435371_start97796285_end98349381_pops1-5.txt,0.00251188643150957,100000,NA,NA,1-5,standing,v5--LR--Amatlan_de_Canas; v5--LR--San_Lorenzo,177358.63044065688,9558,0.0774407271724229,1.4333352187881599e-9,97796285,98349381,553096,1.9699708877305966,0,8.656100861466257,../data/rdmc/fitted/v5--sweep_chr10--0--152435371_start97796285_end98349381_pops1-5.txt,v5--LR--Amatlan_de_Canas; v5--LR--San_Lorenzo,Maize,2,2,0,standing
99856057.4874372,2.310129700083158e-5,356746.1069276274,data/rdmc/sweep_freq/v5--sweep--chr10--0--152435371_start99679507_end100688339_pops2-3-4.txt,NA,NA,0.1,2,2-3-4,migration,v5--LR--Crucero_Lagunitas; v5--LR--Los_Guajes; v5--LR--random1_Palmar_Chico,356737.1601064664,18610,0.1810517729808936,1.4896205809817951e-9,99679507,100688339,1008832,8.946821161021944,0,4.700656675617211,../data/rdmc/fitted/v5--sweep_chr10--0--152435371_start99679507_end100688339_pops2-3-4.txt,v5--LR--Crucero_Lagunitas; v5--LR--Los_Guajes; v5--LR--RANDOM1_Palmar_Chico,Maize,3,3,0,migration
108611696.94974874,1e-5,126135.7673775148,data/rdmc/sweep_freq/v5--sweep--chr2--0--243675191_start108360129_end110126074_pops3-4.txt,0.001,100,NA,NA,3-4,standing,v5--LR--Los_Guajes; v5--LR--random1_Palmar_Chico,126135.8133037346,6713,0.02685350046888857,1.8597857814800369e-10,108360129,110126074,1765945,-0.04592621979827527,0,82.40574000263587,../data/rdmc/fitted/v5--sweep_chr2--0--243675191_start108360129_end110126074_pops3-4.txt,v5--LR--Los_Guajes; v5--LR--RANDOM1_Palmar_Chico,Maize,2,2,0,neutral
116873530.38190956,1e-5,750433.0050893632,data/rdmc/sweep_freq/v5--sweep--chr2--0--243675191_start117030273_end120979617_pops3-4-5-8.txt,0.01584893192461114,100000,NA,NA,3-4-5-8,standing,v5--LR--Los_Guajes; v5--LR--random1_Palmar_Chico; v5--LR--San_Lorenzo; v5--Teo--El_Rodeo,750429.6388717283,39478,0.15791334235520085,2.7118776660858484e-10,117030273,120979617,3949344,3.3662176348734647,0,102.38208924455103,../data/rdmc/fitted/v5--sweep_chr2--0--243675191_start117030273_end120979617_pops3-4-5-8.txt,v5--LR--Los_Guajes; v5--LR--RANDOM1_Palmar_Chico; v5--LR--San_Lorenzo; v5--Teo--El_Rodeo,both,4,3,1,standing
142475994.12562814,1e-5,1016617.0388799228,data/rdmc/sweep_freq/v5--sweep--chr2--0--243675191_start141598474_end143413691_pops3-4-5-6.txt,NA,NA,0.1,6,3-4-5-6,migration,v5--LR--Los_Guajes; v5--LR--random1_Palmar_Chico; v5--LR--San_Lorenzo; v5--Teo--Amatlan_de_Canas,1016540.0678945908,53740,0.22540968594336164,1.225666098449594e-9,141598474,143413691,1815217,76.97098533203825,0,74.54222752223723,../data/rdmc/fitted/v5--sweep_chr2--0--243675191_start141598474_end143413691_pops3-4-5-6.txt,v5--LR--Los_Guajes; v5--LR--RANDOM1_Palmar_Chico; v5--LR--San_Lorenzo; v5--Teo--Amatlan_de_Canas,both,4,3,1,migration
167366608.11055276,1e-5,782986.4504790468,data/rdmc/sweep_freq/v5--sweep--chr2--0--243675191_start165375568_end167257463_pops2-4.txt,0.03981071705534973,100000,NA,NA,2-4,standing,v5--LR--Crucero_Lagunitas; v5--LR--random1_Palmar_Chico,782973.4849127255,40864,0.32177175546216574,1.6960095808738907e-9,165375568,167257463,1881895,12.965566321276128,0,3.0791548234410584,../data/rdmc/fitted/v5--sweep_chr2--0--243675191_start165375568_end167257463_pops2-4.txt,v5--LR--Crucero_Lagunitas; v5--LR--RANDOM1_Palmar_Chico,Maize,2,2,0,standing
169548908.47738692,1e-5,712171.1519853339,data/rdmc/sweep_freq/v5--sweep--chr2--0--243675191_start169661402_end171337995_pops1-2-3-4.txt,NA,NA,0.1,2,1-2-3-4,migration,v5--LR--Amatlan_de_Canas; v5--LR--Crucero_Lagunitas; v5--LR--Los_Guajes; v5--LR--random1_Palmar_Chico,712163.941590367,38027,0.190479956464344,1.263291241514368e-9,169661402,171337995,1676593,7.210394966881722,0,5.4277130293194205,../data/rdmc/fitted/v5--sweep_chr2--0--243675191_start169661402_end171337995_pops1-2-3-4.txt,v5--LR--Amatlan_de_Canas; v5--LR--Crucero_Lagunitas; v5--LR--Los_Guajes; v5--LR--RANDOM1_Palmar_Chico,Maize,4,4,0,migration
28249754,6.579332246575682e-4,1994015.631035853,data/rdmc/sweep_freq/v5--sweep--chr2--0--243675191_start26128457_end29235153_pops1-5-9-11.txt,NA,NA,0.1,9,1-5-9-11,migration,v5--LR--Amatlan_de_Canas; v5--LR--San_Lorenzo; v5--Teo--Los_Guajes; v5--Teo--San_Lorenzo,1993884.9927990024,100000,2.0953804221646664,7.499648893257355e-9,26128457,29235153,3106696,130.6382368505001,0,120.13311275327578,../data/rdmc/fitted/v5--sweep_chr2--0--243675191_start26128457_end29235153_pops1-5-9-11.txt,v5--LR--Amatlan_de_Canas; v5--LR--San_Lorenzo; v5--Teo--Los_Guajes; v5--Teo--San_Lorenzo,both,4,2,2,migration
67482967.95477387,1e-5,269367.7513030632,data/rdmc/sweep_freq/v5--sweep--chr2--0--243675191_start67422311_end68643858_pops1-5.txt,0.01584893192461114,100000,NA,NA,1-5,standing,v5--LR--Amatlan_de_Canas; v5--LR--San_Lorenzo,269363.4610465656,14436,0.05774373216259221,1.5405518771247127e-9,67422311,68643858,1221547,4.290256497566588,0,5.480130988173187,../data/rdmc/fitted/v5--sweep_chr2--0--243675191_start67422311_end68643858_pops1-5.txt,v5--LR--Amatlan_de_Canas; v5--LR--San_Lorenzo,Maize,2,2,0,standing
77488783.91959798,1e-5,1394892.028214787,data/rdmc/sweep_freq/v5--sweep--chr2--0--243675191_start74851001_end81061732_pops1-3-4-5.txt,0.00251188643150957,100000,NA,NA,1-3-4-5,standing,v5--LR--Amatlan_de_Canas; v5--LR--Los_Guajes; v5--LR--random1_Palmar_Chico; v5--LR--San_Lorenzo,1394890.8599573637,75997,0.30398656905391874,4.863917043280694e-10,74851001,81061732,6210731,1.168257423210889,0,37.32626228407025,../data/rdmc/fitted/v5--sweep_chr2--0--243675191_start74851001_end81061732_pops1-3-4-5.txt,v5--LR--Amatlan_de_Canas; v5--LR--Los_Guajes; v5--LR--RANDOM1_Palmar_Chico; v5--LR--San_Lorenzo,Maize,4,4,0,standing
83707087.37688442,1e-5,254681.3208083661,data/rdmc/sweep_freq/v5--sweep--chr2--0--243675191_start83177358_end84292506_pops4-5.txt,0.001,100,NA,NA,4-5,standing,v5--LR--random1_Palmar_Chico; v5--LR--San_Lorenzo,254681.3288324519,13672,0.05468737318442152,4.928549636484724e-10,83177358,84292506,1115148,-0.008024085807846859,0,90.30475453913095,../data/rdmc/fitted/v5--sweep_chr2--0--243675191_start83177358_end84292506_pops4-5.txt,v5--LR--RANDOM1_Palmar_Chico; v5--LR--San_Lorenzo,Maize,2,2,0,neutral
93726682.95477387,1e-5,431601.6016705267,data/rdmc/sweep_freq/v5--sweep--chr2--0--243675191_start92168926_end94408012_pops1-3-4-8.txt,0.001,100000,NA,NA,1-3-4-8,standing,v5--LR--Amatlan_de_Canas; v5--LR--Los_Guajes; v5--LR--random1_Palmar_Chico; v5--Teo--El_Rodeo,431600.56314715097,23223,0.09289181564213322,4.820749869689546e-10,92168926,94408012,2239086,1.038523375755176,0,13.773979701916687,../data/rdmc/fitted/v5--sweep_chr2--0--243675191_start92168926_end94408012_pops1-3-4-8.txt,v5--LR--Amatlan_de_Canas; v5--LR--Los_Guajes; v5--LR--RANDOM1_Palmar_Chico; v5--Teo--El_Rodeo,both,4,3,1,standing
96353832,0.00151991108295293,185215.2269691166,data/rdmc/sweep_freq/v5--sweep--chr2--0--243675191_start96540673_end98409324_pops7-8.txt,NA,NA,0.001,7,7-8,migration,v5--Teo--Crucero_Lagunitas; v5--Teo--El_Rodeo,185056.98304733876,9989,0.03995795185053907,3.690899609238126e-10,96540673,98409324,1868651,158.24392177784466,0,157.23409101858851,../data/rdmc/fitted/v5--sweep_chr2--0--243675191_start96540673_end98409324_pops7-8.txt,v5--Teo--Crucero_Lagunitas; v5--Teo--El_Rodeo,Teosinte,2,0,2,migration
100954816.91959798,2.848035868435802e-4,257497.78666656953,data/rdmc/sweep_freq/v5--sweep--chr2--0--243675191_start99052452_end101670188_pops7-8.txt,NA,NA,0.001,7,7-8,migration,v5--Teo--Crucero_Lagunitas; v5--Teo--El_Rodeo,257337.6189916776,13994,0.0559758719233514,2.9140313399210747e-10,99052452,101670188,2617736,160.16767489194172,0,160.2354277872655,../data/rdmc/fitted/v5--sweep_chr2--0--243675191_start99052452_end101670188_pops7-8.txt,v5--Teo--Crucero_Lagunitas; v5--Teo--El_Rodeo,Teosinte,2,0,2,migration
102258398,1e-5,51098.930945902546,data/rdmc/sweep_freq/v5--sweep--chr3--0--238017767_start102360800_end103385144_pops2-11.txt,NA,NA,0.001,11,2-11,migration,v5--LR--Crucero_Lagunitas; v5--Teo--San_Lorenzo,51095.3326858584,2706,0.01082476620834427,2.38679810466004e-10,102360800,103385144,1024344,3.598260044149356,0,2.8452529021233204,../data/rdmc/fitted/v5--sweep_chr3--0--238017767_start102360800_end103385144_pops2-11.txt,v5--LR--Crucero_Lagunitas; v5--Teo--San_Lorenzo,both,2,1,1,migration
104076407.29145728,1e-5,79464.37892204942,data/rdmc/sweep_freq/v5--sweep--chr3--0--238017767_start104225563_end105813327_pops3-4-5.txt,0.001,100,NA,NA,3-4-5,standing,v5--LR--Los_Guajes; v5--LR--random1_Palmar_Chico; v5--LR--San_Lorenzo,79462.88539814776,4195,0.0167787131022834,2.1757054422518628e-10,104225563,105813327,1587764,1.4935239016631385,0,19.13880932588654,../data/rdmc/fitted/v5--sweep_chr3--0--238017767_start104225563_end105813327_pops3-4-5.txt,v5--LR--Los_Guajes; v5--LR--RANDOM1_Palmar_Chico; v5--LR--San_Lorenzo,Maize,3,3,0,standing
125678012.5678392,2.310129700083158e-5,1013298.7050650212,data/rdmc/sweep_freq/v5--sweep--chr3--0--238017767_start124334185_end126783368_pops2-4-7.txt,0.001,100000,NA,NA,2-4-7,standing,v5--LR--Crucero_Lagunitas; v5--LR--random1_Palmar_Chico; v5--Teo--Crucero_Lagunitas,1013294.6876802244,53656,0.3742041660559891,1.1343082591125296e-9,124334185,126783368,2449183,4.017384796752594,0,1.843614405603148,../data/rdmc/fitted/v5--sweep_chr3--0--238017767_start124334185_end126783368_pops2-4-7.txt,v5--LR--Crucero_Lagunitas; v5--LR--RANDOM1_Palmar_Chico; v5--Teo--Crucero_Lagunitas,both,3,2,1,standing
188895828.2512563,1.232846739442066e-4,457953.2581062425,data/rdmc/sweep_freq/v5--sweep--chr3--0--238017767_start187915443_end188845942_pops3-4-5.txt,0.00251188643150957,100,NA,NA,3-4-5,standing,v5--LR--Los_Guajes; v5--LR--random1_Palmar_Chico; v5--LR--San_Lorenzo,457949.0620253169,24342,0.7969960799212856,8.811611542936226e-9,187915443,188845942,930499,4.196080925641581,0,0.8310940717346966,../data/rdmc/fitted/v5--sweep_chr3--0--238017767_start187915443_end188845942_pops3-4-5.txt,v5--LR--Los_Guajes; v5--LR--RANDOM1_Palmar_Chico; v5--LR--San_Lorenzo,Maize,3,3,0,standing
